Id_estacio;Nom_Est;Longitud_geo;Latitud_geo;alt_est;ET_mmy;Porc_datos;Celda_XY;Cant_Est;departamento;municipio;AH;ZSZH;vereda;SUBREGION;depto_region;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
13070140;COROZA 1 [13070140];-75,75000069;8,833334472;9;1592;54;(10-5);28;Cordoba;Cerete;Caribe;BajoSinu;CORREGIMIENTO MARTINEZ;;Cordoba - ;0;0;0;0;0;797;92;2113;2578;2642;2621;3038;2620;2732;3172;2548;2797;2512;2570;2811;2957;2269;2276;2779;3030;2629;3443;816;204;0;0;2704;2474;1860;2378;2122;2533;3235;2169;2234;2326;3167;2585;1603;2196;1842;1684;1827;1747;1700;2033;94
13075030;TURIPANA [13075030];-75,80189057;8,839530152;12;1591;90;(10-5);28;Cordoba;Cerete;Caribe;BajoSinu;CORREGIMIENTO MATEO GOMEZ;;Cordoba - ;0;1403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89
11010010;VUELTA LA [11010010];-76,54471848;5,458947519;75;1571;78;(3-4);5;Choco;Certegui;Caribe;DarienRioAndagueda;SIN DEFINIR;;Choco - ;0;0;0;0;0;0;0;0;0;0;6372;9637;9242;1878;9721;8039;7012;5334;8458;8355;8767;7350;6375;8794;10013;9842;8533;6779;9361;10026;10986;6434;7647;7419;7888;8611;8419;8714;10078;8883;9522;9582;8647;9030;8646;8083;9346;9775;9338;9415;10142;71
11030010;CERTEGUI [11030010];-76,61311036;5,375026722;51;1578;94;(3-3);7;Choco;Certegui;Caribe;DarienRioQuito;CERTEGUI;;Choco - ;9875;10543;6660;4165;5703;7224;6199;5460;4650;4158;4150;4928;6193;5897;7422;5555;7212;7594;8909;7205;6467;5659;7858;8281;9202;9280;9413;8797;10038;11730;10632;526;0;7593;8047;9484;9611;6950;9076;9062;9926;9605;9559;10197;8753;9332;11770;10377;10439;10057;10513;25
21230120;BELLEZA LA [21230120];-74,58111261;4,98538545;1360;1215;66;(2-8);12;Cundinamarca;Chaguani;MagdalenaCauca;RioSecoyotrosDirectosalMagdalena;LLANADAS;;Cundinamarca - ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;1059;2761;3134;2282;0;2310;2995;3146;4611;4988;1988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51
12010030;BARRANQUILLITA [12010030];-76,69999699;7,569997433;18;1589;88;(7-3);4;Antioquia;Chigorodo;Caribe;LitoralRioLeon;EL VENADO;URABA;Antioquia - Urabá;0;0;3074;6790;10885;9784;5891;7221;7285;3174;6766;4395;1925;3498;4720;4750;6215;4109;2926;3595;3226;3587;4307;5145;3763;4155;4697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
12010040;TULENAPA [12010040];-76,6666629;7,66667108;31;1585;15;(8-3);18;Antioquia;Chigorodo;Caribe;LitoralRioLeon;LA RIVERA;URABA;Antioquia - Urabá;0;0;0;0;0;0;0;2472;3110;4010;4155;5189;4349;3740;5391;3813;7037;6718;6704;4319;7511;5966;4622;5350;6045;5020;5552;4577;4391;5442;5695;4262;4637;3350;3938;4682;4270;4243;4371;5092;5653;5654;5537;4309;4446;4389;3128;4286;5000;4582;2346;78
12010130;CHIGORODO [12010130];-76,70000317;7,69999881;27;1586;3;(8-3);18;Antioquia;Chigorodo;Caribe;LitoralRioLeon;CHIRIDO;URABA;Antioquia - Urabá;0;0;4071;4999;5068;5544;4310;3499;5859;3998;1049;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
12015030;IDEMA-MONTECRISANTO [12015030];-76,68333057;7,650001551;39;1582;14;(8-3);18;Antioquia;Chigorodo;Caribe;LitoralRioLeon;CHAMPITAS;URABA;Antioquia - Urabá;0;0;4071;4999;5068;5544;4310;3499;5859;3998;1049;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90
12015080;CERRAZON LA [12015080];-76,61667011;7,716670201;65;1574;12;(8-4);15;Antioquia;Chigorodo;Caribe;LitoralRioLeon;RIPEA;URABA;Antioquia - Urabá;0;0;4071;4999;5068;5544;4310;3499;5859;3998;1049;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68
12015090;PALMERA LA [12015090];-76,6055589;7,538329167;51;1578;69;(7-4);3;Antioquia;Chigorodo;Caribe;LitoralRioLeon;GUAPARRIBA;URABA;Antioquia - Urabá;3372;3666;2821;3084;2465;3422;1983;2089;2676;2712;2560;2056;2855;2508;3127;2109;2094;2378;2817;2261;2173;2098;2156;2442;3193;2867;3022;2213;1827;2825;2789;2281;1703;2492;2048;1996;2160;2934;3416;2625;3199;3577;2521;2825;2337;2385;2304;2942;3595;3719;2948;82
13070300;CHIMA [13070300];-75,61666397;9,149999876;11;1591;8;(11-6);5;Cordoba;Chima;Caribe;BajoSinu;CABECERA;;Cordoba - ;0;0;1338;2022;173;550;1945;2081;1678;1921;1672;1685;389;1358;2139;2127;1302;1895;2708;2364;1878;2311;1711;2090;1648;2286;2164;1422;2125;2794;2456;543;2196;1869;7;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74
13070310;CHIMA [13070310];-75,61666397;9,149999876;11;1591;1;(11-6);5;Cordoba;Chima;Caribe;BajoSinu;CABECERA;;Cordoba - ;0;0;2543;2092;2858;3396;2203;2316;840;2363;1872;2680;2480;2419;2615;2072;460;526;5731;1030;3823;1841;3109;2914;3557;2517;0;0;1753;4870;4839;3503;2652;2876;2377;3176;3006;2913;1924;3405;3325;4015;3056;3597;84;0;0;0;0;0;0;9
13075010;CHIMA [13075010];-75,62208177;9,150747151;11;1591;85;(11-6);5;Cordoba;Chima;Caribe;BajoSinu;;;Cordoba - ;0;1403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
24010220;CHIMA [24010220];-73,36833271;6,354997956;1043;1294;10;(5-11);13;Santander;Chima;MagdalenaCauca;RioSuarez;MONTE GRANDE;;Santander - ;0;0;1538;1167;1735;1234;1029;1788;2263;1571;1036;1027;2126;1748;2045;1885;1560;2371;2083;2148;3039;2448;1848;1392;899;936;0;0;1048;221;1702;1721;1237;1692;1398;2077;1705;1815;1602;1390;1649;1973;2383;1756;1460;1827;1852;2050;1988;1148;1611;67
24010740;RODEO EL HACIENDA [24010740];-73,36666758;6,366664122;1155;1266;37;(5-11);13;Santander;Chima;MagdalenaCauca;RioSuarez;MONTE GRANDE;;Santander - ;0;0;1538;1167;1735;1234;1029;1788;2263;1571;1036;1027;2126;1748;2045;1885;1560;2371;2083;2148;3039;2448;1848;1392;899;936;0;0;1048;221;1702;1721;1237;1692;1398;2077;1705;1815;1602;1390;1649;1973;2383;1756;1460;1827;1852;2050;1988;1148;1611;54
24015260;CHIMA [24015260];-73,36833271;6,354997956;1043;1294;89;(5-11);13;Santander;Chima;MagdalenaCauca;RioSuarez;MONTE GRANDE;;Santander - ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2619;4083;3577;2614;3439;3353;3491;2193;613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
13070080;SIGLO EL [13070080];-75,56666939;8,950003971;13;1590;31;(10-6);13;Cordoba;CienagaDeOro;Caribe;BajoSinu;VEREDA EGIPTO;;Cordoba - ;0;0;0;0;444;2613;1221;2292;2613;3088;2461;18;0;1474;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
13070160;BERASTEGUI [13070160];-75,70000186;8,88333192;8;1592;46;(10-6);13;Cordoba;CienagaDeOro;Caribe;BajoSinu;PUNTA VERDE;;Cordoba - ;0;0;0;0;0;797;92;2113;2578;2642;2621;3038;2620;2732;3172;2548;2797;2512;2570;2811;2957;2269;2276;2779;3030;2629;3443;816;204;0;0;2704;2474;1860;2378;2122;2533;3235;2169;2234;2326;3167;2585;1603;2196;1842;1684;1827;1747;1700;2033;10
13070390;CIENAGA DE ORO [13070390];-75,63000079;8,870001696;7;1592;0;(10-6);13;Cordoba;CienagaDeOro;Caribe;BajoSinu;;;Cordoba - ;0;1403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33
13075020;SALADO EL [13075020];-75,58222539;8,91388969;19;1589;96;(10-6);13;Cordoba;CienagaDeOro;Caribe;BajoSinu;VEREDA EGIPTO;;Cordoba - ;0;0;1338;2022;173;550;1945;2081;1678;1921;1672;1685;389;1358;2139;2127;1302;1895;2708;2364;1878;2311;1711;2090;1648;2286;2164;1422;2125;2794;2456;543;2196;1869;7;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41
13075040;AEROPUERTO BERASTEGUI [13075040];-75,66666269;8,883336866;7;1592;9;(10-6);13;Cordoba;CienagaDeOro;Caribe;BajoSinu;PUNTA VERDE;;Cordoba - ;0;0;1338;2022;173;550;1945;2081;1678;1921;1672;1685;389;1358;2139;2127;1302;1895;2708;2364;1878;2311;1711;2090;1648;2286;2164;1422;2125;2794;2456;543;2196;1869;7;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
13077070;CIENAGA DE ORO [13077070];-75,63000079;8,870001696;7;1592;97;(10-6);13;Cordoba;CienagaDeOro;Caribe;BajoSinu;;;Cordoba - ;0;0;1338;2022;173;550;1945;2081;1678;1921;1672;1685;389;1358;2139;2127;1302;1895;2708;2364;1878;2311;1711;2090;1648;2286;2164;1422;2125;2794;2456;543;2196;1869;7;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
23110060;PADILLA [23110060];-74,3330584;6,193606788;150;1547;68;(4-9);2;Santander;Cimitarra;MagdalenaCauca;DirectosalMagdalenaMedioentreRiosNegro;DOS HERMANOS;;Santander - ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1238;2493;2388;2878;3794;2510;2233;2179;2153;2918;2920;2422;2429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58
23115020;PADILLA [23115020];-74,36666864;6,199999174;145;1549;11;(4-8);6;Santander;Cimitarra;MagdalenaCauca;DirectosalMagdalenaMedioentreRiosNegro;DOS HERMANOS;;Santander - ;0;0;0;0;0;0;0;1433;2841;2557;1591;1740;1862;2689;2052;2459;2806;2269;2872;2558;2716;2785;1909;3433;2582;2688;3638;2126;2701;2186;3362;2391;2376;2995;2785;3295;2829;3273;2704;2876;3053;2871;2716;2852;2616;2270;2812;2824;2604;2405;2482;28
23120010;VERDE LA [23120010];-73,8997264;6,412502865;178;1539;83;(5-10);5;Santander;Cimitarra;MagdalenaCauca;RioCarare(Minero);LA VERDE;;Santander - ;0;0;3108;3640;3482;2262;2157;3365;3416;2317;1867;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63
23120070;PUERTO ARAUJO [23120070];-74,11666932;6,533329842;105;1561;46;(5-9);8;Santander;Cimitarra;MagdalenaCauca;RioCarare(Minero);EL AGUILA;;Santander - ;0;0;0;0;0;0;0;1433;2841;2557;1591;1740;1862;2689;2052;2459;2806;2269;2872;2558;2716;2785;1909;3433;2582;2688;3638;2126;2701;2186;3362;2391;2376;2995;2785;3295;2829;3273;2704;2876;3053;2871;2716;2852;2616;2270;2812;2824;2604;2405;2482;98
23120180;CIMITARRA [23120180];-73,94999656;6,316668991;152;1547;1;(5-9);8;Santander;Cimitarra;MagdalenaCauca;RioCarare(Minero);;;Santander - ;0;0;3108;3640;3482;2262;2157;3365;3416;2317;1867;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85
23120200;PUERTO ARAUJO ALERTAS [23120200];-74,08249969;6,533893075;117;1558;75;(5-9);8;Santander;Cimitarra;MagdalenaCauca;RioCarare(Minero);LA TERRAZA;;Santander - ;0;0;0;0;0;0;0;1433;2841;2557;1591;1740;1862;2689;2052;2459;2806;2269;2872;2558;2716;2785;1909;3433;2582;2688;3638;2126;2701;2186;3362;2391;2376;2995;2785;3295;2829;3273;2704;2876;3053;2871;2716;2852;2616;2270;2812;2824;2604;2405;2482;36
23125110;PORTUGAL HACIENDA [23125110];-74,05000407;6,500003731;121;1556;4;(5-9);8;Santander;Cimitarra;MagdalenaCauca;RioCarare(Minero);LA TERRAZA;;Santander - ;0;0;0;0;0;0;0;0;0;0;0;0;254;2299;2637;2596;2165;2562;3109;2019;2662;2695;1865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
23125120;CIMITARRA [23125120];-73,95222468;6,308611657;186;1536;82;(5-9);8;Santander;Cimitarra;MagdalenaCauca;RioCarare(Minero);ZONA URBANA;;Santander - ;0;0;0;0;0;0;0;0;0;0;0;0;496;2442;1386;2461;2556;2583;3117;2493;2368;3174;1331;2483;1959;2649;4283;2238;3174;2807;3151;2513;2575;3097;2516;3706;2771;3120;3269;2489;2623;3132;2721;2860;218;0;0;0;0;0;0;42
11025010;MANSA LA [11025010];-76,08433055;5,878308568;1998;1069;91;(4-5);12;Antioquia;CiudadBolivar;Caribe;DarienAltoAtrato;MONTE LORO;;Antioquia - ;0;0;0;1574;2760;3123;2170;2005;2585;2307;2391;2375;1849;2571;3002;2178;2516;1976;2539;2545;2248;2069;1868;2695;2347;2136;2600;2006;2685;3279;2817;2659;2111;2586;2266;2745;2677;2648;2906;2149;2885;2519;2673;2515;2111;2039;2314;2415;2523;1459;2273;86
23080750;COCORNA [23080750];-75,18261466;6,053331883;1244;1243;88;(4-7);13;Antioquia;Cocorna;MagdalenaCauca;RioNare;;Oriente;Antioquia - Oriente;3853;2322;412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84
23080740;CONCEPCION [23080740];-75,25916242;6,396940049;1867;1098;89;(5-7);20;Antioquia;Concepcion;MagdalenaCauca;RioNare;;Oriente;Antioquia - Oriente;0;0;0;0;0;0;0;1158;492;2476;1802;3312;2040;2768;2164;2375;2369;2619;3144;2621;2989;2829;2093;3611;3222;2524;3511;2352;2569;3168;3167;2671;2353;2449;1998;2965;2599;3173;2931;2588;3206;2732;2604;3052;2682;2087;2497;2914;2564;2304;2235;65
26210080;HERRADURA LA [26210080];-75,8739732;6,099226395;840;1348;95;(4-5);12;Antioquia;Concordia;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdia;MORRON;SUROESTE;Antioquia - Suroeste;1396;1338;1041;600;813;981;609;1115;1392;1034;992;1693;1183;1442;1562;1387;945;1354;1575;1613;0;0;1287;1025;1649;1442;1681;883;1342;1517;1375;1288;1004;1443;1110;1787;639;2502;1848;1485;1803;946;1076;1049;1052;1118;1135;1516;1042;100;340;48
26215010;CONCORDIA [26215010];-75,91953222;6,039554009;1980;1073;92;(4-5);12;Antioquia;Concordia;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdia;SAN LUIS;SUROESTE;Antioquia - Suroeste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;921;1534;1476;1469;1533;1465;1298;1296;1488;1374;1858;1019;1672;1706;1282;1744;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87
54020060;OPOGODO [54020060];-76,65000183;5,059996253;67;1573;84;(2-3);6;Choco;Condoto;Pacifico;RioTamanayotrosDirectosSanJuan;273037;;Choco - ;0;0;0;0;0;0;14;887;1363;866;1191;1715;1384;1432;1093;1320;1170;1622;632;0;1702;1482;1065;1299;1876;1490;1711;1433;1216;15;1482;296;1026;1959;0;1425;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
54020090;AEROPUERTO CONDOTO [54020090];-76,67666695;5,073501291;50;1579;25;(2-3);6;Choco;Condoto;Pacifico;RioTamanayotrosDirectosSanJuan;273037;;Choco - ;0;0;0;0;0;0;0;0;647;1237;1163;2046;1349;1365;1232;1120;1092;1411;1762;1627;1269;1067;858;1426;1517;1279;1457;1175;1264;1052;1180;1289;1098;1857;1301;1578;1680;1373;1680;1397;1646;1638;1584;1192;1199;1156;1319;1420;1230;997;259;52
54025020;AEROPUERTO CONDOTO [54025020];-76,67666695;5,073501291;50;1579;60;(2-3);6;Choco;Condoto;Pacifico;RioTamanayotrosDirectosSanJuan;273037;;Choco - ;1154;1528;1144;907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
54025030;SAN JOSE [54025030];-76,59999889;5,100001488;135;1552;4;(2-4);4;Choco;Condoto;Pacifico;RioTamanayotrosDirectosSanJuan;VIRO VIRO;;Choco - ;0;0;0;0;0;0;0;0;647;1237;1163;2046;1349;1365;1232;1120;1092;1411;1762;1627;1269;1067;858;1426;1517;1279;1457;1175;1264;1052;1180;1289;1098;1857;1301;1578;1680;1373;1680;1397;1646;1638;1584;1192;1199;1156;1319;1420;1230;997;259;21
23120210;COPER [23120210];-74,04591689;5,47466792;979;1311;77;(3-9);15;Boyaca;Coper;MagdalenaCauca;RioCarare(Minero);;;Boyaca - ;0;0;3108;3640;3482;2262;2157;3365;3416;2317;1867;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99
13070210;COTORRA [13070210];-75,78333365;9,033336758;5;1593;44;(11-5);13;Cordoba;Cotorra;Caribe;BajoSinu;EL BINDE;;Cordoba - ;0;0;0;0;0;797;92;2113;2578;2642;2621;3038;2620;2732;3172;2548;2797;2512;2570;2811;2957;2269;2276;2779;3030;2629;3443;816;204;0;0;2704;2474;1860;2378;2122;2533;3235;2169;2234;2326;3167;2585;1603;2196;1842;1684;1827;1747;1700;2033;64
13070330;ICOTEAS LAS [13070330];-75,76666753;9,050003479;4;1593;2;(11-5);13;Cordoba;Cotorra;Caribe;BajoSinu;EL GRULLO;;Cordoba - ;0;1403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73
22050100;GUAYABOS LOS [22050100];-75,09694567;4,656557401;1428;1198;61;(1-7);23;Tolima;Coyaima;MagdalenaCauca;RioTotare(1-7);EL FIERRO;;Tolima - ;0;0;0;0;16;4208;3008;4551;3649;3228;3128;4154;3570;3594;4332;3309;3352;2981;4006;3354;3513;3082;2941;3773;3912;3430;2558;2057;3448;3616;3448;2454;3476;3642;2739;3921;3592;4592;3945;3384;4622;4862;5022;3995;3634;3115;3546;3087;3700;3576;3743;20
27015150;PROGRESO EL HACIENDA [27015150];-75,39717083;6,44747446;2486;970;79;(5-6);14;Antioquia;DonMatias;MagdalenaCauca;RioPorce;ROMAZON;Norte;Antioquia - Norte;0;0;0;0;0;0;0;0;0;1235;1284;1701;1378;1278;1298;1298;825;1400;1535;1486;1162;1116;1156;1017;1319;1231;991;649;1323;1722;1274;1178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
26110120;VILLA NUEVA [26110120];-76,03853168;4,971082145;1321;1224;94;(2-5);17;ValledelCauca;ElAguila;MagdalenaCauca;RiosPescadorRUTChancoCatarinayCañaveral;762008;;ValledelCauca - ;1832;1362;1644;751;1321;1221;952;1274;802;1191;1005;1821;1730;1476;1681;1529;1731;1457;1957;1355;1326;1297;1101;1398;1615;1259;1273;877;1280;28;1228;1356;1077;1209;1291;1279;1532;954;1177;1035;1374;1512;1451;1267;708;896;1221;1096;693;280;974;97
27030060;AMACERI [27030060];-74,73333083;7,75000266;90;1566;32;(8-8);7;Antioquia;ElBagre;MagdalenaCauca;BajoNechi(md);EL CASTILLO;Bajo Cauca;Antioquia - Bajo Cauca;0;0;0;0;0;1453;0;856;1575;1261;1138;2034;1234;1470;1094;1257;1108;1267;1884;1759;1926;1703;1258;1580;2194;1486;1756;1294;1439;1684;1304;1218;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87
27030130;LONDRE EL [27030130];-74,65000221;7,466669666;474;1450;22;(7-8);6;Antioquia;ElBagre;MagdalenaCauca;BajoNechi(md);ARENAS BLANCAS;Bajo Cauca;Antioquia - Bajo Cauca;0;0;0;923;125;0;0;0;0;1309;1377;1592;1563;1454;1517;1614;499;1493;1586;1386;1310;1477;1109;1397;1327;1613;1415;1088;1724;208;1542;1143;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85
27030150;ASI ES LA VIDA [27030150];-74,58333117;7,733336197;647;1401;22;(8-8);7;Antioquia;ElBagre;MagdalenaCauca;BajoNechi(md);BALDIOS NACIONALES;Bajo Cauca;Antioquia - Bajo Cauca;0;0;0;0;0;0;0;0;340;1183;1096;1658;1335;1526;1191;1234;997;1283;1540;1663;1656;1319;1075;1509;1698;1297;1644;1541;1370;796;1159;1182;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58
27030160;BUENAVISTA [27030160];-74,66667;7,433337055;284;1506;24;(7-8);6;Antioquia;ElBagre;MagdalenaCauca;BajoNechi(md);SAN CAYETANO;Bajo Cauca;Antioquia - Bajo Cauca;0;0;0;923;125;0;0;0;0;1309;1377;1592;1563;1454;1517;1614;499;1493;1586;1386;1310;1477;1109;1397;1327;1613;1415;1088;1724;208;1542;1143;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62
27030220;Oriente EL [27030220];-74,66666983;7,566670147;174;1540;24;(7-8);6;Antioquia;ElBagre;MagdalenaCauca;BajoNechi(md);EL PERICO;Bajo Cauca;Antioquia - Bajo Cauca;0;0;0;923;125;0;0;0;0;1309;1377;1592;1563;1454;1517;1614;499;1493;1586;1386;1310;1477;1109;1397;1327;1613;1415;1088;1724;208;1542;1143;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53
27035030;SANTA MARGARITA [27035030];-74,76666996;7,733331188;42;1581;19;(8-8);7;Antioquia;ElBagre;MagdalenaCauca;BajoNechi(md);AMACERI;Bajo Cauca;Antioquia - Bajo Cauca;0;0;0;0;0;0;0;0;340;1183;1096;1658;1335;1526;1191;1234;997;1283;1540;1663;1656;1319;1075;1509;1698;1297;1644;1541;1370;796;1159;1182;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
27047010;BAGRE EL [27047010];-74,80000288;7,61666542;50;1579;32;(8-8);7;Antioquia;ElBagre;MagdalenaCauca;BajoNechi(md);BUENOS AIRES;Bajo Cauca;Antioquia - Bajo Cauca;0;0;0;0;0;0;0;0;340;1183;1096;1658;1335;1526;1191;1234;997;1283;1540;1663;1656;1319;1075;1509;1698;1297;1644;1541;1370;796;1159;1182;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99
11030030;MANAGRU [11030030];-76,72813705;5,334163171;49;1579;72;(2-3);6;Choco;ElCantonDelSanPablo(Managru);Caribe;DarienRioQuito;MANAGRU;;Choco - ;0;0;0;0;0;0;0;5637;6408;5966;7160;7507;6010;4788;7632;6190;6096;6357;7060;6585;5492;5462;5728;5554;6181;6688;8994;4730;5385;6120;7151;5507;304;4646;7331;6509;5980;5950;9142;7385;7583;2252;6976;1104;0;286;438;598;2575;2368;1883;54
11020010;CARMEN DE ATRATO [11020010];-76,1420854;5,90853002;1763;1121;100;(4-5);12;Choco;ElCarmen;Caribe;DarienAltoAtrato;LA ARGELIA;;Choco - ;3363;3518;2311;2222;2428;2858;1972;1826;2556;2198;2239;2512;1600;2187;2773;1969;2330;2189;2812;2384;2242;1841;1455;2282;2240;2618;3175;1822;2508;3495;2908;2173;2059;2479;2863;3289;2486;2621;3230;2532;4687;3920;3695;3831;3195;2357;3458;3153;3562;2628;2584;90
11020020;GUADUAS [11020020];-76,183329;5,766670316;1338;1220;42;(3-4);5;Choco;ElCarmen;Caribe;DarienAltoAtrato;EL 10;;Choco - ;0;0;0;0;0;0;0;3588;4682;4240;4247;4624;4377;4756;5102;4143;3213;4335;4654;3994;3880;3425;3832;4460;4118;3902;4579;3341;1733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71
11020050;PINON EL [11020050];-76,25085946;5,757668317;712;1383;95;(3-4);5;Choco;ElCarmen;Caribe;DarienAltoAtrato;CAUDUAS;;Choco - ;3246;17059;5640;8573;8408;10206;7124;8047;7544;7679;7678;9038;7217;6332;7487;6474;5627;5286;8134;7457;6708;6642;5836;7597;7513;7099;8304;6026;2118;2803;11628;8660;10031;9977;1729;7801;5420;7216;7017;6238;6987;8888;6088;6298;5041;3451;5534;4682;4950;5805;4905;7
23140030;CARMEN EL [23140030];-73,51000163;6,696393381;798;1359;8;(5-10);5;Santander;ElCarmen;MagdalenaCauca;RioOpon;QUINAL ALTO;;Santander - ;0;0;0;0;0;0;0;0;0;0;0;0;496;2442;1386;2461;2556;2583;3117;2493;2368;3174;1331;2483;1959;2649;4283;2238;3174;2807;3151;2513;2575;3097;2516;3706;2771;3120;3269;2489;2623;3132;2721;2860;218;0;0;0;0;0;0;63
23140070;DOS BOCAS HACIENDA [23140070];-73,61638588;6,771940652;196;1533;69;(6-10);5;Santander;ElCarmen;MagdalenaCauca;RioOpon;DOS BOCAS;;Santander - ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1182;3187;4498;2163;2794;2930;1839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80
23145020;CARMEN EL [23145020];-73,51000163;6,696393381;798;1359;84;(5-10);5;Santander;ElCarmen;MagdalenaCauca;RioOpon;QUINAL ALTO;;Santander - ;0;0;0;0;0;0;0;0;0;0;0;0;496;2442;1386;2461;2556;2583;3117;2493;2368;3174;1331;2483;1959;2649;4283;2238;3174;2807;3151;2513;2575;3097;2516;3706;2771;3120;3269;2489;2623;3132;2721;2860;218;0;0;0;0;0;0;92
26190130;MANSA LA [26190130];-76,09999813;5,749996564;1937;1082;5;(3-5);11;Choco;ElCarmen;Caribe;DarienAltoAtrato;CAUDUAS;;Choco - ;1454;1223;1163;1154;1142;1182;949;1109;1333;1397;1310;1855;1093;1437;1468;1226;1042;1537;1784;1658;1377;1060;1215;1447;1650;1367;1396;813;1555;2083;1246;1483;1014;1606;521;1749;1338;1527;1590;1634;2041;1807;2408;1441;1349;1184;1285;1500;1135;1169;667;61
